ID,TARGET
4341,1
4348,0
4350,1
4351,1
4353,1
4354,1
4355,1
4356,1
4358,0
4359,1
4361,1
4362,0
4363,1
4364,1
4366,1
4369,1
4370,0
4372,1
4373,0
4374,0
4375,1
4376,0
4379,1
4380,1
4382,1
4383,1
4385,0
4386,1
4388,1
4389,0
4391,1
4393,1
4396,1
4400,1
4401,0
4402,1
4407,1
4409,1
4414,1
4416,1
4417,1
4418,1
4420,1
4421,1
4422,0
4423,1
4426,1
4427,1
4429,1
4430,1
4431,1
4432,1
4434,1
4436,1
4437,1
4440,1
4442,0
4443,1
4444,1
4445,1
4446,1
4449,1
4453,1
4454,1
4458,1
4459,0
4460,1
4466,1
4470,1
4472,1
4473,1
4477,1
4478,1
4480,1
4481,0
4482,1
4483,1
4484,1
4486,1
4489,0
4490,1
4492,1
4494,1
4495,1
4496,1
4498,1
4501,1
4502,1
4503,1
4504,1
4506,1
4507,1
4508,1
4510,1
4514,1
4515,1
4516,1
4517,1
4522,1
4528,1
4529,1
4531,1
4535,1
4541,1
4542,1
4543,1
4544,1
4546,1
4549,1
4550,1
4553,1
4556,0
4559,0
4561,1
4562,0
4565,1
4566,1
4567,1
4568,1
4570,1
4571,1
4572,1
4573,1
4576,1
4577,1
4582,1
4584,1
4585,1
4587,0
4588,1
4590,1
4592,0
4593,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,0
4603,1
4604,1
4605,1
4610,1
4616,1
4617,0
4621,0
4625,1
4626,1
4627,0
4634,1
4636,1
4638,0
4640,1
4642,1
4643,1
4650,0
4651,1
4652,1
4655,1
4657,1
4661,1
4662,1
4666,1
4669,1
4670,1
4671,1
4674,1
4676,0
4678,1
4679,1
4682,1
4685,1
4686,1
4689,1
4690,0
4691,1
4693,1
4694,1
4698,1
4699,1
4702,1
4704,1
4705,1
4706,0
4712,1
4713,1
4714,0
4715,0
4716,0
4717,1
4719,1
4720,1
4721,1
4722,0
4725,1
4726,1
4727,1
4729,1
4730,1
4732,1
4735,1
4737,0
4738,1
4740,0
4741,1
4742,1
4746,1
4751,1
4753,0
4755,1
4756,1
4760,1
4761,1
4763,1
4764,1
4768,1
4773,1
4778,1
4782,1
4783,0
4784,1
4788,1
4791,1
4792,1
4793,1
4794,1
4797,0
4798,1
4799,1
4800,1
4802,0
4803,1
4807,1
4808,1
4809,1
4812,0
4813,1
4815,1
4822,1
4826,1
4827,1
4828,1
4829,1
4833,0
4834,0
4835,1
4836,1
4837,1
4845,1
4846,1
4847,1
4848,1
4851,1
4852,1
4853,1
4854,1
4856,1
4857,1
4858,1
4859,1
4861,1
4866,1
4867,1
4868,0
4869,0
4870,1
4872,1
4873,1
4875,0
4878,0
4880,1
4881,1
4886,1
4887,1
4888,1
4889,1
4891,1
4896,1
4898,1
4899,1
4900,1
4902,1
4903,1
4904,1
4908,1
4909,1
4910,1
4911,1
4914,1
4915,1
4919,1
4922,1
4927,1
4932,1
4934,1
4936,1
4937,0
4938,1
4941,1
4942,0
4945,0
4946,1
4949,1
4951,1
4953,1
4956,0
4958,1
4959,1
4961,1
4964,1
4965,1
4967,1
4968,1
4973,1
4976,0
4979,0
4980,1
4981,1
4983,0
4984,0
4985,1
4986,1
4988,0
4989,1
4990,0
4992,1
4993,0
4996,1
4997,1
5001,1
5002,1
5005,1
5006,1
5007,1
5009,1
5011,1
5020,1
5021,0
5023,1
5024,1
5028,1
5031,1
5033,1
5034,1
5035,1
5036,0
5037,0
5039,1
5042,1
5044,1
5045,1
5049,0
5050,0
5051,1
5053,1
5054,1
5055,0
5056,1
5059,0
5060,1
5061,1
5063,1
5065,1
5069,1
5071,1
5073,1
5074,1
5080,1
5081,0
5082,1
5084,1
5085,1
5090,1
5091,0
5092,1
5096,1
5099,1
5102,1
5103,1
5104,0
5105,1
5106,1
5108,1
5112,1
5116,1
5119,1
5120,1
5125,1
5128,1
5132,0
5134,1
5135,1
5137,0
5138,1
5139,1
5142,1
5144,1
5145,1
5146,0
5147,1
5148,1
5149,1
5150,0
5151,0
5152,1
5156,0
5159,0
5161,1
5162,0
5165,1
5170,1
5172,1
5173,1
5174,1
5175,1
5177,1
5178,0
5184,1
5185,0
5188,1
5189,1
5191,1
5192,1
5194,1
5195,0
5198,0
5199,1
5200,1
5201,1
5205,1
5206,0
5208,1
5212,1
5213,1
5214,0
5217,1
5219,1
5222,1
5225,1
5226,0
5227,1
5230,0
5231,1
5232,1
5235,1
5236,1
5237,1
5238,1
5245,0
5246,0
5248,1
5250,1
5252,1
5253,1
5254,1
5257,1
5261,0
5267,1
5269,1
5272,1
5273,1
5275,1
5278,1
5279,1
5280,1
5281,0
5283,1
5286,1
5287,1
5291,1
5292,1
5294,1
5300,1
5303,1
5304,1
5306,1
5307,1
5310,1
5311,1
5313,0
5315,1
5317,1
5319,0
5321,1
5329,1
5331,1
5332,1
5335,1
5336,0
5337,1
5340,1
5341,1
5343,1
5344,1
5345,1
5349,1
5350,1
5352,0
5353,1
5354,1
5356,1
5357,1
5358,1
5359,1
5363,0
5366,1
5367,0
5373,1
5374,1
5377,1
5378,1
5379,1
5381,0
5386,1
5389,1
5395,1
5397,1
5398,0
5402,1
5404,1
5409,0
5410,1
5411,0
5412,1
5414,1
5419,0
5424,1
5429,1
5430,0
5431,1
5432,0
5436,0
5438,1
5443,0
5444,1
5445,1
5446,1
5447,0
5448,1
5449,1
5454,1
5457,1
5459,1
5461,1
5462,1
5465,1
5470,1
5471,1
5472,1
5474,1
5478,1
5479,1
5480,1
5482,0
5485,1
5487,1
5488,1
5492,1
5494,1
5496,1
5497,0
5499,1
5501,1
5503,0
5504,1
5505,1
5507,1
5508,1
5509,1
5510,1
5511,1
5513,1
5514,1
5515,0
5517,1
5520,1
5524,1
5526,1
5527,1
5532,1
5534,0
5535,1
5537,1
5538,1
5540,1
5541,0
5543,1
5544,1
5547,1
5548,1
5550,1
5553,0
5554,1
5557,0
5558,1
5559,1
5560,1
5564,0
5566,1
5567,1
5568,1
5569,0
5574,1
5575,0
5577,1
5578,1
5581,1
5583,1
5585,1
5586,1
5587,0
5588,1
5590,1
5592,0
5593,1
5598,1
5599,1
5602,1
5603,1
5604,1
5605,1
5606,1
5607,1
5610,1
5611,1
5613,1
5614,1
5616,0
5617,0
5618,0
5619,1
5620,1
5622,1
5623,1
5624,1
5626,1
5627,1
5629,1
5630,1
5633,1
5634,1
5635,1
5637,1
5640,1
5642,1
5644,1
5646,1
5647,1
5653,0
5654,1
5656,1
5660,1
5661,1
5662,1
5663,1
5664,1
5667,0
5668,1
5671,1
5673,0
5674,1
5676,1
5677,0
5679,1
5680,1
5681,1
5682,0
5684,1
5686,1
5688,1
5690,1
5691,1
5692,1
5696,1
5699,1
5700,1
5702,0
5707,1
5709,1
5710,0
5711,1
5712,1
5714,1
5715,1
5717,1
5722,1
5725,1
5726,1
5727,1
5732,1
5734,1
5737,0
5738,1
5740,1
5741,1
5747,1
5750,1
5754,1
5755,0
5756,1
5757,1
5758,1
5759,1
5760,0
5761,0
5763,1
5764,1
5765,1
5767,1
5768,1
5769,1
5770,1
5782,1
5784,1
5785,1
5787,1
5790,1
5791,1
5792,1
5793,1
5797,1
5798,1
